年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
25,10,11～12,モッコク(樹木名)の剪定作業を行っていた際、三脚を降りようとしたところ、不安定になった為、地上1m程の脚立から下に飛び降り、足首を痛めた。,建設業,土木工事業,その他の土木工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,42
25,10,12～13,平屋の屋根落としの作業中、下に降りようと庇の上に座り、手を着こうとしたところ、誤ってダンプの上に落下し、手首を骨折した。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落・転落,35
25,10,11～12,試掘工事作業中、ランマで転圧作業をしていた際、機械がずれ被災者の足に接触した。,建設業,土木工事業,上下水道工事業,10～29,動力機械,建設機械等,締固め用機械,はさまれ巻き込まれ,43
25,10,13～14,揚重機(ロングスパンエレベーター)にて、石膏ボードの搬入中、揚重機上部に平行に設置してあった単管パイプに足場板を立て掛けていたところ、被災者の足に倒れ、床と資材に足が挟まれた。(石膏ボード約24枚=384kg),建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,物質、材料,材料,その他の材料,崩壊・倒壊,45
25,10,8～9,サイドローラーを車に積み込む際、渡り板からローラーが滑って落下し、膝を切り、足指を骨折した。,建設業,建築工事業,建築設備工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,飛来・落下,25
25,10,13～14,車両助手席に乗り現場へ向かう際、信号のない交差点にて、一時不停止をした車両に衝突された。,建設業,建築工事業,その他の建築工事業,1～9,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）,61
25,10,10～11,重さ20kgの固型物を持ち上げた際、腰を痛めた。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,荷,荷,荷姿のもの,動作の反動無理な動作,32
25,10,16～17,3ｔトラック荷台に防水紙(ルーフィング1本約21kg)を積込中、胸部を痛めた。,建設業,その他の建設業,その他の建設業－その他,1～9,荷,荷,荷姿のもの,動作の反動無理な動作,35
25,10,16～17,産業廃棄物(木くず等)の入った袋をクレーンで吊り上げ作業中、産業廃棄物が落下し、被災者の首の上に当たった。,建設業,建築工事業,その他の建築工事業,10～29,物上げ装置、運搬機械,動力クレーン等,移動式クレーン,飛来・落下,42
25,10,6～7,荷降しを手伝おうと4ｔトラッククレーンの右後輪のタイヤに足を乗せ、右側面のあおりに両手を掛け、登ろうとしたところ、足を滑らせ、膝をタイヤ泥避けに強打した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,50～99,物上げ装置、運搬機械,動力運搬機,トラック,墜落・転落,41
25,10,16～17,躯体側に単管パイプで控えを取ろうと安全帯を掛けようとした際、躯体に乗せていた足を滑らせ、3段目から転落した。,建設業,その他の建設業,その他の建設業－その他,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,28
25,10,9～10,トラックへ鉄板積み込み作業中、被災者が鉄板に玉掛し、トラック荷台に上がり鉄板を納めようとした際、バタ角と鉄板に手薬指を挟んだ。,建設業,その他の建設業,その他の建設業－その他,100～299,物上げ装置、運搬機械,動力クレーン等,クレーン,はさまれ巻き込まれ,42
25,10,11～12,3.5ｔトラックの荷台から足場材を荷降し中、積荷の状況を点検しようと通り抜けようとした際、携帯電話で通話していたところ、約2mの高さから足場材がラックごと(265kg)崩れ落ち、被災者が下敷になった。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,物質、材料,材料,金属材料,崩壊・倒壊,44
25,10,0～1,地盤改良造成箇所にて、50ｔラフテレーンクレーンを用いてロッドの引き抜きを開始した際、ロッド先端のノズル部が引き上げられ、被災者がノズルの目詰まりを取り除こうとロッドに近づいたところ、ノズルから高圧の水、砂等が被災者に向かって噴射し、足太腿部分を負傷した。,建設業,土木工事業,トンネル建設工事業,1～9,動力機械,建設機械等,その他の建設用機械,飛来・落下,48
25,10,10～11,地盤の固さを試験していた際、ハンマーを手動で落下させ測定していたところ、誤って、手中指をハンマーとノッキングヘッドに挟んだ。,建設業,建築工事業,その他の建築工事業,1～9,その他の装置等,人力機械工具等,人力クレーン等,はさまれ巻き込まれ,40
25,10,0～1,電気工事の設営現場の確認をしていたところ、乗っていた脚立の止め金具が破断し、落下し踵を強打した。,建設業,その他の建設業,電気通信工事業,10～29,その他の装置等,用具,はしご等,墜落・転落,57
25,10,13～14,枠組足場架設作業中、地上約14m、の9段目枠組み足場上から直下のコンクリート舗装面に落下した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,27
25,10,15～16,大型ダンプを誘導をしていた際、道路脇にあったランマーを手で動かそうとしたところ、ランマーが足に倒れ、太ももを強打した。,建設業,土木工事業,上下水道工事業,10～29,動力機械,建設機械等,その他の建設用機械,崩壊・倒壊,27
25,10,14～15,11階内部土間上にて、脚立から脚立へ移動しようと足を踏み外し、転落した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29,その他の装置等,用具,はしご等,墜落・転落,19
25,10,16～17,発泡スチロールをトラックに積み込む作業をしていた際、発泡スチロールに足を滑らせ、トラックの上から落下し、踵を負傷した。,建設業,建築工事業,その他の建築工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,墜落・転落,54
25,10,11～12,木造建売住宅建築現場にて、敷地内の砂利を移動しようとスコップで砂利をすくい、右回りに体を捻ったところ、腰を痛めた。,建設業,建築工事業,木造家屋建築工事業,30～49,物質、材料,材料,石、砂、砂利,動作の反動無理な動作,55
25,10,16～17,ベニヤ板移動作業中、立て掛けてあったベニヤ板(9mm25枚)の奥にあるベニヤ板を抜き取る際、ベニヤ板が倒れ、ベニヤと車止めの間に足を挟まれた。,建設業,建築工事業,その他の建築工事業,1～9,荷,荷,荷姿のもの,崩壊・倒壊,39
25,10,6～7,軽自動車に乗車した際、同僚運転手の居眠りにより軽乗用車がセンターラインを超え、反対車線に侵入し、対向車両と衝突した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）,60
25,10,13～14,植木の手入れ作業中、手人差し指と親指の間に刃が当たった。,建設業,土木工事業,その他の土木工事業,不明,その他の装置等,人力機械工具等,手工具,切れ・こすれ,26
25,10,10～11,ショールームの脚立作業にて、換気扇取替中、取付金具に付着した接着剤をカッターで切り取っていたところ、弾みで手中指を切傷し、手腱を損傷した。,建設業,建築工事業,建築設備工事業,1～9,その他の装置等,人力機械工具等,手工具,切れ・こすれ,34
25,10,0～1,補強パイプを手で抑えて作業していたところ、腰を痛めた。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29,物質、材料,材料,金属材料,動作の反動無理な動作,24
25,10,8～9,瓦を入れる風呂桶を重機で持ち上げ、旋回した際、風呂桶が滑った為、屋根にいた被災者と重機運転手が止めようとしたところ、天窓に足を挟まれ、足を骨折した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,動力機械,建設機械等,解体用機械,はさまれ巻き込まれ,63
25,10,11～12,脚立に乗り、生垣の高さ(3m)部分の天端をヘッジトリマーを用いて刈り込み中、バランスを崩し、機械の刃が手甲に接触した。,建設業,土木工事業,その他の土木工事業,1～9,動力機械,一般動力機械,その他の一般動力機械,激突,19
25,10,14～15,フロア張り作業中、墨つぼのカルコを床板にセットし、糸を引っ張ったところ、かるこが抜け、目に飛来した。,建設業,建築工事業,木造家屋建築工事業,100～299,その他の装置等,人力機械工具等,手工具,激突され,26
