年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
1,6,15～16,岸壁接岸船内にて、積み付けられた輸出鋼材の固締をしていた。その際、積み付けられた鋼材（高さ50cm）の上部より腰を下ろし、床面へ下りたとき、床面に散らばっていた角材の上に左足を乗せて着地したため左足首を捻挫した。,貨物取扱業,港湾運送業,港湾荷役業,30～49,その他の装置等,用具,その他の用具,動作の反動、無理な動作,36
1,6,15～16,施設内で梱包機による作業中、梱包台の上に載せた綿布のベール（約100kg）の向きを変える際、体重移動のため、右足脹脛に力を入れたところ、肉離れを起こした。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,用具,その他の用具,動作の反動、無理な動作,46
1,6,11～12,物流センターにて荷台に置いていた段ボール入りの貨物（20kg）が箱から滑り落ちそうになって受けに行った際、左手小指で受け止める形になり左小指基節骨を折った。,貨物取扱業,港湾運送業,港湾荷役業,10～29,荷,荷,荷姿の物,飛来、落下,55
1,6,7～8,鋼材置き場でフォークリフトから降りる際、両手に物を持っていたため、手すりを使わずにステップの上に立ったところ、足を滑らせて尻から転倒し、腰骨を折った。,貨物取扱業,港湾運送業,港湾荷役業,1～9,物上げ装置、運搬機械,動力運搬機,フォークリフト,墜落、転落,41
1,6,13～14,木工用ドリルの回転ロックを掛けたまま、ドリルを引き上げた際、作業ズボンに木工用キリの先端が絡まり、右足下腿部分までキリが触れて裂傷を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,動力機械,木材加工用機械,その他の木材加工用機械,切れ、こすれ,32
1,6,11～12,3階倉庫内で通路に置いてある踏み台に、気付かず足を引っ掛け転倒した。その際、右膝を強打し骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,用具,はしご等,転倒,48
1,6,12～13,倉庫内でピッキングカートに乗車し、3階ゾーンで三段目の棚から商品を取り出そうとしたところ、足場が不安定でバランスを崩し転倒した。その際、右脇背中側を強打し、肋骨を折った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,その他の装置、設備,その他の装置、設備,墜落、転落,27
1,6,13～14,重量物倉庫で、中古機械をオープントップコンテナに番詰作業をしていた。機械を詰め終えて、脚立を使い屋根部分に梁棒を設置していたところ入らなかったため、確認しようと中古機械に上ろうとした。その際、バランスを崩し高さ約2mから飛び下り、右足踵を骨折した。本来は昇降台を使用し機械に上り作業をしている。,貨物取扱業,港湾運送業,港湾荷役業,50～99,その他の装置等,その他の装置、設備,その他の装置、設備,墜落、転落,40
1,6,8～9,倉庫内にて、重なっている空のカゴ車を定位置に運搬中、1台取る際、4台のカゴ車が倒れた。その際、足の甲に倒れ、右足第3、4足骨を折った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,人力機械工具等,人力運搬機,崩壊、倒壊,38
1,6,7～8,作業中、パレットに躓き、前面の壁に頭をぶつけ反動で後ろに反り返った際、背中を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,その他の装置等,用具,その他の用具,転倒,51
1,6,10～11,倉庫内にて、トレーラーの誘導・玉掛け・コイル梱包へ重量・幅を記載作業中、トレーラーの荷台でコイル梱包へ重量等を中腰で記入後、立ち上がる際、後方へ落下し、腰を強打して、骨盤を折った。,貨物取扱業,港湾運送業,その他の港湾運送業,100～299,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,72
1,7,10～11,7t車トラックで次の配送先工場へ向かう途中、道路上でシートを固定するゴムが外れていることに気付き、路肩にトラックを止めた。トラックから降りて、後方の荷台に向かって歩いていたところ、砂利で左足が滑り転倒した。その際、とっさに左手を地面につき、左手首を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,49
1,7,14～15,物流センターのオーバードアからセンター内に停止していたフォークリフトを使い、爪の部分を足場にして、施設外に出ようとしたら、足を滑らせて転倒し、右肋骨を複数本骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,転倒,43
1,7,11～12,高さ85㎝の作業台で、バルブ船積み作業中に、作業用リフトが過って、作業台に追突し、そのはずみで作業台から転落し、右前頭部裂傷および左手薬指を陥没負傷した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,墜落、転落,74
1,7,6～7,交差点にて、取引先へ向かうため県道を走行中、信号待ちで停止していた際、後方から来た車に追突され、頚椎および腰椎を捻挫した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,26
1,7,21～22,配送センターホーム上で路線車に貨物を積もうとしていたとき、商品をデッキに載せるため、商品を一旦後方へ引いた際に足が滑り床に転倒し左大腿骨を折った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,転倒,48
1,7,8～9,船内に積み込み作業時、待機中に後ずさりした際に、足下の貨物（肥料入り紙袋）の凹みに足を取られ左足首をひねって骨折した。,貨物取扱業,港湾運送業,港湾荷役業,30～49,荷,荷,荷姿の物,動作の反動、無理な動作,53
1,7,8～9,パレット上部に積まれた商品をカゴ車に移そうとした際、商品が倒れてきて転倒し、左足を打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,荷,荷,荷姿の物,崩壊、倒壊,48
1,7,8～9,冷蔵倉庫内で、蔵置貨物に上がって貨物の状況を確認した後、床に飛び下りようとした。その際に目測を誤り、停車していたフォークリフトの操作ステップに右足甲をぶつけて靭帯を損傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突,38
1,7,16～17,検査ラインを行き来していたところ、フロアに置かれていた扇風機のコードに足を引っ掛け転倒し左膝を打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,動力機械,一般動力機械,その他の一般動力機械,転倒,58
1,7,9～10,荷受けバース付近で衣類コンテナの荷降ろし作業中、コンテナからパレットに商品を積み、荷崩れ防止のための養生ラップを巻いていた際、前かがみになったところ腰部に激痛が走り動けなくなり、ヘルニアおよびぎっくり腰となった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他,起因物なし,起因物なし,動作の反動、無理な動作,28
1,7,14～15,午後の小休憩を終えて、2階の休憩所から1階の作業現場へ戻る際に、急いでいたため、2階の踊り場から中間の踊り場まで助走をつけて飛び降りた際、両足甲を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,激突,40
1,7,5～6,宅配便仕分け作業構内で、仕分けを終えた、完成BOXを番線に移動させる際に、BOXの向きを変えるために体をひねったら、右足踵がBOXと接触し、右足関節捻挫および右踵部打撲傷を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,その他の装置等,人力機械工具等,人力クレーン等,激突され,23
1,7,8～9,船上で、カツオを漁獲した網をクレーンで持ち上げている際に、左足が網の中に入り、入ったままの状態で持ち上げられ、網とハッチ口の間に足を挟み、左距骨骨折および左足舟状骨骨折を負った。,貨物取扱業,港湾運送業,港湾荷役業,30～49,物上げ装置、運搬機械,動力クレーン等,揚貨装置,はさまれ、巻き込まれ,52
1,7,10～11,タンカー船の綱取りボート要員として従事中、桟橋からメッセンジャーロープを受け取った際、ロープがボートフェンダーに引っ掛かり、ロープを外した直後、腰部を痛めた。,貨物取扱業,港湾運送業,港湾荷役業,100～299,その他,起因物なし,起因物なし,動作の反動、無理な動作,29
1,7,17～18,資材をパレットに詰め替え作業中、両手で段ボールの束（4kg）を持ち上げ勢いよく腰をひねったところ、腰部に痛みが走り、腰椎椎間板内障を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,動作の反動、無理な動作,29
1,7,15～16,出来上がったボックスを移動中、別のボックスとの間で左手を挟み骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1000～9999,その他の装置等,人力機械工具等,人力運搬機,はさまれ、巻き込まれ,71
1,7,9～10,料金所手前で右車線に進路変更を行う際、後方のトレーラーと接触し、頚椎捻挫を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,18
1,7,9～10,料金所手前で右車線に進路変更を行う際、後方のトレーラーと接触し、頚椎捻挫を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,21
1,7,2～3,宅配荷分け場所で荷引き作業中、5kgほどの物を腰を曲げた姿勢で継続的に引き込み作業をしていたところ、腰痛症を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,荷,荷,荷姿の物,動作の反動、無理な動作,42
1,7,19～20,大型トラックの荷台でコンパネをベルトで装着しようとして、ベルトを手前に引っ張っている途中、ベルトが切れその反動で荷台から後ろ向きで転落し、胸椎と左手を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,63
1,7,10～11,トラックのコンテナ内での作業を終え、コンテナから50㎝下の地面に飛び降りた際、右足を地面につまずき、転倒し、左手を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,激突,45
1,7,10～11,作業場で商品を載せたカゴ台車2台を搬送中、別のカゴ台車とぶつかりそうになったため、カゴ台車を強く引いたところ左足を轢かれた。その際、左足小指に挫滅創を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,人力機械工具等,人力運搬機,激突され,50
1,7,9～10,荷受場で商品にラップを巻いていたとき、足を踏み外してホーム下（約96cm）に転落し、胸部を強打して肋骨にひびが入った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,55
1,7,18～19,倉庫作業中に積んでいたパレットに登ろうとした際、手を掛けたパレットが手前にずれたためバランスを崩し、高さ1.2mから落下して左踵を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他,その他の起因物,その他の起因物,墜落、転落,37
1,7,2～3,納品を終えてトラックで高速道路を走行中、前方の大型車両に追突して左膝に裂傷を負い、腹部を打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,500～999,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,39
1,7,18～19,事業所倉庫内でピッキングした折り畳み梱包機を、パレットに積み付ける作業中、何も載せていないオリコンキャリーを3段積みにして左足でどけようとした。そのとき、オリコンキャリーに右足が挟まり、更に挟まったままキャリーが前方に動き出してしまったため、バランスを崩して左膝を地面に打ち付け、そのまま転倒し左膝蓋骨を折った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,人力機械工具等,人力運搬機,はさまれ、巻き込まれ,59
1,7,9～10,ヤード内でドライバーが車の鍵を溝に落としたため、グレーチングを持ち上げ、鍵を取り出し、グレーチングを元に戻す際に、指を挟み左手中指を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,その他の装置等,その他の装置、設備,その他の装置、設備,はさまれ、巻き込まれ,21
1,7,13～14,作業エリアにて集品作業中、階段を使って2階から1階へ荷物を運んでいたところ荷物で足下が見えず、階段の4～5段目で踏み外し、右踵骨裂離骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,―,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,46
1,7,9～10,ピッキングカート上で作業中、台車の天板に足を乗せた際、台車が動き出し、ピッキングカートから落下して肋骨を折った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,その他の動力運搬機,墜落、転落,43
1,7,17～18,倉庫内をバックで走行中、T字路を左に曲がろうとしたが、後方確認不足で曲がり切れずに後方の商品に衝突した。その際に、左足を出してしまいリーチとネステナの柱に足を挟まれ左足指を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突,36
1,7,17～18,鋳鋼第3ヤードで、反応管素管301本の積み込み作業をリフト作業者と共同で行っていた。十分な足場が確保されていない状態で、そのとき、歩行幅15cmのトラック荷台上の端を移動し、歯止めを交換しようとした。その際、車両荷台上の端でバランスを崩し荷台から地面へ転落して左手を地面につき、その際、歯止めに手が触れ歯止めが外れ反応管1本が左手上に落下し、左橈骨遠位端を折った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,54
1,7,9～10,荷捌き場にてコンテナ貨物の仕分け作業を行っており、別の仕分け場所に被災者が移動していた際、バック走行しているフォークリフトが後方の確認が不十分だったため、被災者に気付かず接触してしまい、右腓骨を折った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,21
1,7,13～14,会社跡地でゴミの撤去作業中、木材をトラック荷台に積み込んだ後、運搬する際に木材が落下しないよう、被災者が木材の上に乗り、手作業で木材を並べていた。その際、積み込んでいた木材が荷台左側にずれ落ちたため、被災者もトラック荷台から落下し、左踵を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,71
1,7,13～14,トラックに設備の積み込みを行うためトラックヤードに置かれていた設備（高さ1.7m、約100kg、キャスター付き）を後ろ向きで引っ張る状態で搬送した。その際、キャスターが溝に引っ掛かり設備が傾き転倒を止めようと支えたが、重さに耐え切れず設備の下敷きになり、左足・右腿・左肋骨・腰を被災した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,機械装置,転倒,47
1,7,9～10,配送仕分け準備のため倉庫内にロールボックスを移動し所定位置に置き、扉をセットするため蓋6枚が積まれているロールボックスの扉を開けた。その際、6枚中2枚の蓋が自分側に倒れて蓋の下敷きとなり、頭部（おでこ）が接触し4針縫う怪我と負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,人力機械工具等,人力運搬機,飛来、落下,61
1,7,19～20,自社倉庫にて保管商品のピッキング作業中、棚の上段から商品を取り出す際に脚立を利用した。商品を持ち、脚立の3段目から2段目へ降りようとした際に、足を踏み外して後ろに転倒した。その際、後方にあった格納待ち商品に背中を強打し、左側あばら2本を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,用具,はしご等,激突,55
1,7,23～24,カウンターにて、航空貨物として到着したお客様のペット（活犬4/85.9㎏）を引き渡すため、Lサイズの犬檻を持ち上げた。その際、腰に激痛が走りその場から動けなくなり、急性腰痛症となった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1000～9999,荷,荷,荷姿の物,動作の反動、無理な動作,25
1,7,0～1,店舗にて、納品するためトラック荷室内から車両後部を経て地面に降りる際、作業ズボンの裾が車両突起物に掛かり、荷台から転倒し、左手をつき、左手首を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,56
1,7,13～14,コンテナの外側から天井部位の確認を行うため、はしごをコンテナにかけ昇降しているときに、はしごの下部が滑り、はしごと一緒に2m程落下し、背骨を折った。,貨物取扱業,港湾運送業,一般港湾運送業,10～29,その他の装置等,用具,はしご等,墜落、転落,33
1,7,13～14,構内にてトラックへ配達貨物の積込を開始した。目線より上の位置に段ボール箱を積み上げようとしたところ、手を滑らせ、落下してきた箱が左肩に当たり負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,飛来、落下,59
1,7,10～11,渡船待合所桟橋にて、出航直前に客を誘導しようとして、桟橋上にある水道ホースのステンレス製の台座に右足が引っ掛かりバランスを崩し転倒した。その際、近くにあった鉄製のフェンスに右肩が当たり打撲し、右足部を骨折した。,貨物取扱業,港湾運送業,港湾荷役業,―,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,63
1,7,17～18,スクラップを船に積み込む作業で、船側の岸壁でトラックから降ろされたスクラップを小型ショベルを運転し集めていた。その際、スクラップが弾みで運転席に跳ね返ってきて、左足脛部に当たり打撲し負傷した。,貨物取扱業,港湾運送業,一般港湾運送業,50～99,物質、材料,材料,金属材料,飛来、落下,21
1,7,13～14,空になったケースを商品棚から抜き取り、次のケースを引っ張る際、引いているケースが斜めになってしまったため、向きを変えようとしていたところ、補填用のケースが流れてきてケースとの間に指が挟まり、右手人差し指と中指を捻挫した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,用具,その他の用具,はさまれ、巻き込まれ,34
1,7,11～12,物流センターにて、3段目の棚に保管中の商品確認のため、63番右隣のサポートに足を掛けてよじ登ったところ、2段目付近で足を滑らせ、左足から床に着地し、左足踵を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,その他の装置、設備,その他の装置、設備,墜落、転落,46
1,7,22～23,作業に使用する折りたたみコンテナが供給されるレールの上をまたいだ際、またいだ先にあったコンテナにつまずき、足をひねり左足甲を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,荷,荷,荷姿の物,動作の反動、無理な動作,50
1,7,21～22,移動ラックの手前から奥に向かって走行中のフォークリフトが、移動ラックの中間で商品の補充を行っているパレットに接触した。その際、棚補充していたところ、そのパレットが右足首に接触し負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,32
1,7,10～11,物流センターTCリーター投入口にて、投入商品を取るため屈んでいたところ、後方からフォークリフトが衝突した。その際、腰部、臀部に打撲を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,39
1,7,16～17,荷物の仕分け場所でローラーから荷物を下ろした際、思った以上に荷物が重くて腰に違和感を覚え、脊髄圧迫骨折を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,荷,荷,荷姿の物,動作の反動、無理な動作,57
1,7,10～11,海上コンテナ内にて、トラックバス用タイヤを積み込み作業中、タイヤを立てて放置した際、タイヤが横に倒れ、左足甲に当たり打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,崩壊、倒壊,47
1,7,21～22,敷地内にて、入換作業中、コキ車から降車する際、左手で手摺を握りバランスを崩し転倒した。その際、右手をエキスパンダー上に強打し、右手首を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,乗物,鉄道車両,激突,45
1,8,7～8,トラック荷台から荷物を載せたカゴ台車（約300kg）を降ろす際に、パワーゲートから台車が半分ほど降りたとき、反動でゲートが少し上昇したためカゴ台車が傾き、支えきれずにカゴ台車と一緒に転落した。その際、右足首がカゴ台車の下敷きになり骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,人力機械工具等,人力運搬機,はさまれ、巻き込まれ,39
1,8,19～20,倉庫にて、移動ラックでリフトを使いラックの段数を変える作業中、パレットでビームを押し上げ外す衝撃でビームが落下するのを支えようとしてビームと共に落下し、最下段のビームに背中を強打し、腰椎を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,その他の仮設物、建築物、構築物等,墜落、転落,40
1,8,11～12,本船甲板上の階段（3段）を下りる際、2段目で足を滑らせ転倒し、腰部に挫傷を負った。,貨物取扱業,港湾運送業,港湾荷役業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,25
1,8,7～8,自宅から応援先の会社へ自転車で向かう途中、道路右側へ移動しようと際に歩行帯の段差で転倒した。その際に右肘と右膝に擦過傷を負い、しばらくして外傷性めまいを起こした。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,人力機械工具等,人力運搬機,転倒,23
1,8,14～15,自転車でメール便を配達中、雨で濡れていたビルエントランスと道路の段差にて、自転車の前輪が滑り、自転車ごと転倒し腰を地面に強打し負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,人力機械工具等,人力運搬機,転倒,52
1,8,11～12,モップ検品作業中、検品済みモップの入ったプラコン（プラスチック製コンテナ）を2つ運ぼうとした際、通路に置いていたプラコンにつまずき転倒、プラコンを持っていたため手をつくことができず肩を強打し骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,用具,その他の用具,転倒,69
1,8,15～16,物流倉庫のトラックバースで、パレットに降ろされた商品について、パレットの外周を確認しながら検品作業を行っていた際、足下に十分なスペースがないことに気付かず足を踏み外しホーム下に臀部から転落し臀部を打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落、転落,45
1,8,10～11,倉庫内で商品が入った段ボール箱を台車へ載せていた際に、3段目に積むときに段ボール箱が落ちそうになり左手で支えようとしたところ、小指で突いてしまい負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,激突,33
1,8,14～15,倉庫内の作業場にて商品仕分け作業を行っていた際、他の作業者が引いていた台車が後方から接触し、腰部を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,人力機械工具等,人力運搬機,激突され,27
1,8,14～15,工事終了現場で、4tユニック車で空コンテナを回収中に、コンテナを荷台に載せるために、台付きワイヤーをフックに掛けてコンテナを積み込んでいたら、ワイヤーが切れて、フックが背中の右側に落下し、右肋骨多発骨折および右足関節三角靭帯断裂を負った。,貨物取扱業,港湾運送業,港湾荷役業,1～9,物上げ装置、運搬機械,動力クレーン等,移動式クレーン,飛来、落下,62
1,8,11～12,棚出し作業中、棚の下段にある米（5kg）を持ち上げトートに移動させた際、左肩に違和感があり捻挫した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1000～9999,荷,荷,荷姿の物,動作の反動、無理な動作,48
1,8,14～15,トラック荷台から降りる際、荷物につまずいて地面に落下し右手をついて骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,47
1,8,17～18,出荷エリアで商品仕分け後、空パレットを片付けようとして、端に手を掛け片側を持ち上げようとしたところ、胸に痛みを感じ、左肋軟骨損傷を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,その他の装置等,用具,その他の用具,動作の反動、無理な動作,19
1,8,7～8,荷捌き場でパレットに看板を付け終わり、左通路に出たところ、後方から来たリーチフォークと左足踵が接触し、打撲を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,500～999,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,42
1,8,11～12,段ボール箱を台車からスライドさせようとしたところ、腰にズキッと痛みを感じた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,500～999,荷,荷,荷姿の物,動作の反動、無理な動作,36
1,8,18～19,木箱で囲われたガラス天板6枚セットを台車に載せたまま1枚ずつ仕分けしていたところ、木枠で固定していた台車が重さで傾きガラス天板が倒れて足を挟まれ右足首と足の指を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,その他の装置等,人力機械工具等,人力運搬機,崩壊、倒壊,23
1,8,14～15,岸壁で長尺のストラクチャーの揚げ荷作業中、吊荷が岸壁に着床しようとしたときに、吊荷が振れて荷の先端が地面にバウンドした際に左足つま先を挟み骨折した。,貨物取扱業,港湾運送業,港湾荷役業,50～99,荷,荷,荷姿の物,はさまれ、巻き込まれ,33
1,8,11～12,物流センター1階作業場にて、商品を店別に仕分けしその検品中、中腰から商品を上げようとした際に、腰を痛めた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,荷,荷,荷姿の物,動作の反動、無理な動作,32
1,8,16～17,台船作業が完了して岸に上がるとき、船舶を係留しているロープにつまずき、左手をコンクリートの岸壁に着いた際に骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,その他の装置等,用具,その他の用具,転倒,49
1,8,23～24,ピッカーフォークリフトで空パレットを搬送中、パレットがパレットラック支柱に接触してずれた。その際、運転席にいた被災者がパレットに押され、骨盤を折るなどの怪我を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,500～999,その他の装置等,用具,その他の用具,激突され,31
1,8,16～17,倉庫内で仕分け作業中、シュートから荷物が下りきた反動で後ろに押され、下に敷いてあったパレットに足が引っ掛かって転倒した。その際、頚椎を捻挫し、左肘に打撲を負い、左目に挫創を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,転倒,54
1,8,1～2,ローラーコンベアで流れてきた段ボールカートンを押していた際、左腕をひねり負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,500～999,荷,荷,荷姿の物,動作の反動、無理な動作,40
1,8,14～15,取引先の荷捌き場でスチール鋼材をトラックから降ろすため、フォークリフトの爪にロープを掛けて荷物を吊り上げたところ、重さでフォークリフトが傾いて荷物が落下した。その際、右手小指を挟み切断した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,飛来、落下,63
1,8,21～22,倉庫内でトラック荷台の荷物の点検が終わり、荷台から降りるときに足を滑らせてトラックの角に胸部をぶつけ、右肋骨を折った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,激突,57
1,8,13～14,倉庫内の昇降スロープに側面から上ろうとしたところ、つまずいて転倒、右膝を強打し挫創を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,41
1,8,11～12,積み込み先にて、トラックを洗車しているとき、トラックとリヤゲートの隙間に足を滑らせ、左足の脛に裂創を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,トラック,飛来、落下,27
1,8,11～12,物流センター8番バースにて、コンテナ卸し作業が終わり、コンテナ内から高床式バースに降りた。その際、足が滑り転んだときに右腕を床にぶつけ骨折した。,貨物取扱業,港湾運送業,港湾荷役業,300～499,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,転倒,57
1,8,9～10,複数の業者が搬入作業を行っている倉庫構内で、入荷した荷物をパレットに載せハンドリフトで移動していた。そのとき、他の業者がフォークリフトで搬送していた空パレットにぶつかり、空パレットの下に左足が挟まれ、左足薬指と小指を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,41
