年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型
H25,1,4～5,雪と雨が混じったシャーベット状態の道路上を歩いて朝刊を配達していた際、滑って転倒し、後頭部を打った。,商業,小売業,新聞販売業,30～39,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒
H25,11,8～9,ＮＰＯ法人が運行する有償運送サービスの乗用車が、利用者を同乗させて、私道の約３００ｍ下り坂で進行方向左側山の法面に衝突し、道路脇の約１ｍ下の藪に転落。有償ボランティアとされる運転手の被災者は、胸を強く打って死亡した。,運輸交通業,道路旅客運送業,その他の道路旅客運送業,20～29,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）
H25,11,9～10,製鋼所で出た乾粉（副産物）をバキューム車で回収し、リサイクルセンターのリパルパー槽に降ろしていた際、バキューム車の後部ハッチを開け、乾粉を排出し、出きらなかったエプロン部の乾粉をほうきで掃き出していた被災者は、誤って閉じられたハッチと車体に挟まれた。,清掃・と畜業,清掃・と畜業,産業廃棄物処理業,10～19,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ、巻き込まれ
H25,10,10～11,被災者は、コイル置き場のコイル材（重量約１ｔ）を機械にセットするため取ろうとしたが、密着した状態にあったため、玉掛用ワイヤーロープが通るだけの隙間を設けようとした、あるいは隙間に玉掛用ワイヤーロープを通そうとしたところ、コイル材が転倒した。被災者は、コイル置き台に体半分を入れていた為コイル置き台の鉄枠と、転倒したコイル材に胸部を挟まれた。,製造業,金属製品製造業,金属プレス製品製造業,40～49,物質、材料,材料,金属材料,はさまれ、巻き込まれ
H25,4,11～12,自社工場内で溶接機（重量１００ｋｇ）を天井クレーン（つり上げ荷重２．８ｔ）で吊って移動中、床に置いてあった加工中の製品に接触し、玉掛け用具（爪状フック）が外れ溶接機が落下。傍にいた操作者が、左大腿部を負傷した。,製造業,輸送用機械等製造業,造船業,1～9,その他の装置等,用具,玉掛用具,飛来、落下
H25,11,12～13,直線道路上において、業務のために走行していたバン（リース車）と、１０ｔトラックが正面衝突し、バンに乗車していた被災者が死亡した。,金融・広告業,金融業,保険業,30～39,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）
H25,4,13～14,被災者は、大型エアコンの熱交換器の取り替え工事を行っていた。工事を終え片付け作業中、地下ピットに置いたあった空のポリタンクをロープで引き上げるため、１階で１階フロアのグレーチング１枚（約６０ｋｇ）を外そうとして、約６ｍ下の地下ピットに転落した。,建設業,その他の建設業,機械器具設置工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,開口部,墜落、転落
H25,8,14～15,被災者は、会社所有の自転車を使用して、事業場へ向かった。その後、途中の路上で、頭部を強くうっている被災者が発見された。,商業,小売業,その他の小売業,30～39,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）
H25,4,14～15,一般県道の道路改良工事現場において、車両系建設機械のアタッチメントを交換したブレーカーを用いて、のり面の岩石の破砕作業を行っていた際、破砕した岩石を均すため当該車両系建設機械を後退させたところ、当該機械の履帯（クローラー部）が滑り、バランスを崩し、当該機械とともに作業道から転落した。　,建設業,土木工事業,道路建設工事業,1～9,環境等,環境等,地山、岩石,墜落、転落
H25,8,15～16,被災者は、豪雨のため崩れた川の縦断面、横断面の測量を行っていた。川に入り川底の横断面の測量を行っていた際、おぼれ死亡した。,その他の事業,その他の事業,その他の事業-その他,30～39,環境等,環境等,水,おぼれ
H25,7,15～16,クレーン部品（重量３．１ｔ）の運搬作業を行っていた作業員が、当該部品と搬送台車の荷台との間に、上半身を挟まれているところを発見された。被災者は、隣接する組立作業場に部品３台を搬送するため作業をしており、３台目を天井クレーンを使って吊り込んでいた際、部品の下敷きになった。,製造業,輸送用機械等製造業,造船業,1000～9999,物上げ装置、運搬機械,動力クレーン等,クレーン,はさまれ、巻き込まれ
H25,12,16～17,木造家屋新築工事現場において、棟上げ中の建屋内部、高さ３．４ｍの梁の上で、ヘルメットを着用し、安全帯未使用で釘打ち墨出し作業を行っていたところ、梁の上から地上の基礎コンクリート上に転落した。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落、転落
H25,7,17～18,体育館新築工事の設計監理を請負う建築事務所の建築士（被災者）が、竣工後の建屋の西側外壁と舞台の背板との間、狭隘な幅６７ｃｍの場所に入って施工検査を行っていたところ、気分の不調を訴えて、検査場所から最も近い屋上となる高さ８ｍ５５ｃｍ、幅１ｍ２０ｃｍの水平の庇の上に仰向けになって休んでいた。約３０分間休息し立ち上がろうとしたところ、体のバランスを崩し地上に墜落した。,その他の事業,その他の事業,その他の事業-その他,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落、転落
H25,6,18～19,被災者は、積込みを終えてシート掛けをしようと、フォークリフトのつめに足をかけ作業していたところ、誤って足を踏み外し、路上に落下し頭部を強打した。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,30～39,物上げ装置、運搬機械,動力運搬機,フォークリフト,墜落、転落
H25,4,18～19,被災者は、集じん機の調子が悪かったので、単独で集じん機の点検作業を行っていた。点検時に集じん機内の粉が落ちるため、箱型容器をフォークリフトに乗せた状態で、集じん機の下に置き、点検終了後、一旦フォークリフトをバックさせ停車し、発じん防止のため、集じん機の架台にブルーシートを掛ける作業を行っていたところ、傾斜のため逸走してきたフォークリフトと集じん機の架台に胸部を挟まれた。,製造業,窯業土石製品製造業,セメント・同製品製造業,10～19,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ
