年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢,年代
H28,10,9～10,耳すり作業中、横バンドの搬出チェーントリッパーに薄い木片が引っかかってしまい、素手で取り除こうとして動いているチェーンに指を挟めてしまった。,製造業,木材・木製品製造業,製材業,50～99人,物上げ装置、運搬機械,動力運搬機,コンベア,はさまれ、巻き込まれ,51,50代
H28,10,11～12,工場内でラスクを作る際、フランスパンをスライス時に、パンの表面が硬く、中が柔らかい為手がすべり、包丁で指を切ってしまった。,製造業,食料品製造業,パン、菓子製造業,10～29人,その他の装置等,人力機械工具等,手工具,切れ、こすれ,19,10代以下
H28,10,18～19,製造工場敷地内にある、原木大割挽き工場内において作業中に、側物落し機に材が引っ掛かるトラブルが発生し、除去作業をする際に停止操作をせずに復帰作業を行い、側物材を持ち上げているときに反転コンベアが意図せずに動き出し、機械と側物材に左手親指が挟まれて負傷した。,製造業,木材・木製品製造業,製材業,50～99人,動力機械,木材加工用機械,その他の木材加工用機械,はさまれ、巻き込まれ,31,30代
H28,10,8～9,洗浄室にて洗浄用機械に水を入れ、完了後にホースを巻こうとしたら、ホースの一部が左足に絡まって、転倒骨折した。,製造業,食料品製造業,その他の食料品製造業,50～99人,その他の装置等,用具,その他の用具,転倒,64,60代以上
H28,10,11～12,工場内でコンクリート製品の型枠組立作業中、仮止めボルトを甘く締めてしまい、ボルトが外れ型枠が開きヘルメットに当たってしまった。,製造業,窯業土石製品製造業,セメント・同製品製造業,30～49人,その他の装置等,その他の装置、設備,その他の装置、設備,激突され,28,20代
H28,10,9～10,工場内で、機械加工後に出る切粉を回収業者に出す為、定位置から動かした。回収後、元の場所へ戻す為、空の容器の側面を持ちながら、後ろ向きで通路を引いていたら左側にあった切断機を避けきれず、機械の角と容器に左手が挟まれた。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,30～49人,動力機械,金属加工用機械,その他の金属加工用機械,はさまれ、巻き込まれ,54,50代
H28,10,10～11,廃液乾燥炉の燃料として木タールピッチを使用していた。木タールピッチは低温で固化するので、燃料タンクへ移送するため必要に応じて加温している。木タールピッチ入ドラム2本を加温していたが、右側のドラム下の火が消えていたため、一斗缶から廃メタノールを継ぎ足そうとした時、一斗缶の天面がとび、同時に中のメタノールが飛散して足にかかり引火、左足大腿を火傷した。,製造業,化学工業,医薬品製造業,10～29人,物質、材料,危険物、有害物等,引火性の物,高温・低温の物との接触,35,30代
H28,10,16～17,工場内において、圧入治具を使用し、ツマミ組み立て作業中に、隣の作業員が作業台の横の引き出し部分から紙を取ろうとして声をかけてきたので、少し体を左側にずらし、ななめによけたが、いつもと違う姿勢になったため、両側の押ボタンスイッチに手がふれ、治具が作動し右手の人差し指先端を骨折した。,製造業,電気機械器具製造業,軽電機製造業,10～29人,動力機械,一般動力機械,その他の一般動力機械,はさまれ、巻き込まれ,32,30代
H28,10,23～24,牛丼工場肉前処理工程にて配合ミキサーの洗浄作業後、四段の階段から下りようとして左手で手すりを掴んでいたが、下二段階段の角に右足側面をぶつけて滑り落ち、被災した。,製造業,食料品製造業,その他の食料品製造業,300～499人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,転倒,33,30代
H28,10,15～16,工場改装中につき、工場内機械をコロを使い移動中、コロの向きを変えようとして、床とコロの間に右手親指をはさまれた。,製造業,金属製品製造業,その他の金属製品製造業,1～9人,その他の装置等,用具,その他の用具,はさまれ、巻き込まれ,63,60代以上
H28,10,17～18,鉄の材料をクレーンで吊り上げていたが、外れて右足親指部に落下し、骨折。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,10～29人,その他の装置等,用具,玉掛用具,飛来、落下,33,30代
H28,10,9～10,始業前、厚生棟のトイレで用を済ませトイレ前通路に出た際、踏み出した右足が滑り、左膝を床に強打し、被災した。,製造業,食料品製造業,その他の食料品製造業,300～499人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,47,40代
H28,10,9～10,側溝ラインにおいて型枠から製品をとり出す作業時に、被災者はクレーンの操作を行っていたが、隣で同じような作業をしていた作業員が型枠から製品がはずれないことから、大ハンマーで型枠のベース部分を叩こうとしたところ、空振りして被災者の右足ふくらはぎ付近に当たり、打撲傷を負った。,製造業,窯業土石製品製造業,セメント・同製品製造業,30～49人,その他の装置等,用具,その他の用具,激突され,31,30代
H28,10,15～16,洗末搬送コンベアの受け皿を洗剤で洗浄後に、受け皿を寝かせた状態で流水にてすすぎ、受け皿を手で支えて立てかけてすすいでいる際に、立てかけた受け皿の下部が滑って両膝にぶつかった。,製造業,食料品製造業,その他の食料品製造業,300～499人,その他の装置等,用具,その他の用具,激突,44,40代
H28,10,6～7,肉処理室で肉処理台車を洗浄するために空の解凍台車を保冷庫から出す時に、冷凍機からしたたっていたドレン水が凍っていたために足が滑り、庫内の壁に肩と頭を強打した。,製造業,食料品製造業,その他の食料品製造業,50～99人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,44,40代
H28,10,14～15,事務所内を移動中、左足を棚にぶつけてしまい、弾みで左足を床についたところ、左かかと部を受傷した。,製造業,その他の製造業,自動車整備業,10～29人,その他の装置等,その他の装置、設備,その他の装置、設備,激突,41,40代
H28,10,16～17,製造工程で、半製品をベルトコンベアで次工程へ供給する作業中、ベルトコンベア内部のモータープーリーに居付きが発生したため、軍手を使用してモータープーリーを拭こうと考えた。ベルトコンベアを停止させてから居付きを除去するべきところ、稼働中にモータープーリーを拭いたため、軍手と一緒に右腕が巻き込まれて被災した。,製造業,化学工業,無機・有機化学工業製品製造業,10～29人,動力機械,動力伝導機構,動力伝導機構,はさまれ、巻き込まれ,44,40代
